duplicate_group_id,duplicate_class,n_rows,n_canonical_rows,group_representative_id,representative_is_canonical_member,n_identity_hashes,n_publications,n_entry_authors,n_log_D_finite,log_D_min,log_D_max,n_model_tier,log_D_spread,metal_states,duplicate_class_reason
DG005744,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5122,True,1,1,1,2,1.50559,1.50559,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG005830,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5268,True,1,1,1,2,-2.67152,-2.67152,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG005844,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:14816,True,1,1,1,2,0.672098,0.672098,1,0,Am(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG005902,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5483,True,1,1,1,2,0.465383,0.465383,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG005979,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:4910,True,1,1,1,2,-0.869295,-0.869295,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG006021,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:4914,True,1,1,1,2,-1.97095,-1.97095,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG006069,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5399,True,1,1,1,2,1.61911,1.61911,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG006146,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5367,True,1,1,1,2,-0.821912,-0.821912,1,0,Pu(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG006166,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:4970,True,1,1,1,2,1.0936,1.0936,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG006177,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5118,True,1,1,1,2,0.53915,0.53915,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG006241,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5084,True,1,1,1,2,-2.12901,-2.12901,1,0,Th(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG006261,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5089,True,1,1,1,2,-0.640271,-0.640271,1,0,Th(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG006339,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5153,True,1,1,1,2,1.11266,1.11266,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG006387,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5088,True,1,1,1,2,-0.88436,-0.88436,1,0,Th(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG006395,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5274,True,1,1,1,2,-0.696058,-0.696058,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG006422,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5086,True,1,1,1,2,-1.62465,-1.62465,1,0,Th(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG006433,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5108,True,1,1,1,2,-0.918216,-0.918216,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG006451,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:4965,True,1,1,1,2,-1.07186,-1.07186,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG006576,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5094,True,1,1,1,2,-0.593807,-0.593807,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG006622,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5000,True,1,1,1,2,-2.59791,-2.59791,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG006669,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5226,True,1,1,1,2,0.181554,0.181554,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG006678,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5006,True,1,1,1,2,-0.756127,-0.756127,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG006706,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5470,True,1,1,1,2,0.230449,0.230449,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG006714,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:4981,True,1,1,1,2,0.0765592,0.0765592,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG006748,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5075,True,1,1,1,2,-1.36792,-1.36792,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG006769,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5150,True,1,1,1,2,0.477201,0.477201,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG006803,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5228,True,1,1,1,2,-0.168694,-0.168694,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG006851,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5070,True,1,1,1,2,0.131986,0.131986,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG006867,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5351,True,1,1,1,2,-0.995427,-0.995427,1,0,Np(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG006909,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5149,True,1,1,1,2,-0.128006,-0.128006,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG006918,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5241,True,1,1,1,2,-0.251529,-0.251529,1,0,Np(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG006966,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5176,True,1,1,1,2,-0.158227,-0.158227,1,0,Pa(V),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG006984,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5347,True,1,1,1,2,-0.130897,-0.130897,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007049,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5462,True,1,1,1,2,0.591065,0.591065,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007076,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5199,True,1,1,1,2,-0.313537,-0.313537,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007099,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5391,True,1,1,1,2,0.367126,0.367126,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007104,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5057,True,1,1,1,2,0.264777,0.264777,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007115,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5267,True,1,1,1,2,0.834735,0.834735,1,0,Pu(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007122,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5102,True,1,1,1,2,-0.507275,-0.507275,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007165,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5365,True,1,1,1,2,-1.05631,-1.05631,1,0,Pu(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007192,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5416,True,1,1,1,2,0.407059,0.407059,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007252,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5369,True,1,1,1,2,-2.23438,-2.23438,1,0,Am(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007272,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5320,True,1,1,1,2,-2.52013,-2.52013,1,0,Am(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007282,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5357,True,1,1,1,2,-0.277015,-0.277015,1,0,Np(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007324,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:4985,True,1,1,1,2,1.20014,1.20014,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007348,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5237,True,1,1,1,2,-0.0847137,-0.0847137,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007360,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5064,True,1,1,1,2,-0.831324,-0.831324,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007369,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:4973,True,1,1,1,2,-1.48045,-1.48045,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007406,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5314,True,1,1,1,2,-3.00175,-3.00175,1,0,Am(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007433,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5200,True,1,1,1,2,-1.4417,-1.4417,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007477,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:4992,True,1,1,1,2,-0.185888,-0.185888,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007490,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5298,True,1,1,1,2,0.28014,0.28014,1,0,Am(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007506,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:4898,True,1,1,1,2,-0.965116,-0.965116,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007518,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5222,True,1,1,1,2,-0.0184493,-0.0184493,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007543,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5270,True,1,1,1,2,-2.36518,-2.36518,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007573,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5120,True,1,1,1,2,1.08054,1.08054,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007674,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5223,True,1,1,1,2,0.143766,0.143766,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007706,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5114,True,1,1,1,2,-2.03359,-2.03359,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007725,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5252,True,1,1,1,2,-0.686736,-0.686736,1,0,Np(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007736,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:4485,True,1,1,1,2,-0.639785,-0.639785,1,0,Am(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007855,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5098,True,1,1,1,2,0.633522,0.633522,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007872,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5211,True,1,1,1,2,0.662109,0.662109,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007880,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5238,True,1,1,1,2,-0.0394338,-0.0394338,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007979,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5361,True,1,1,1,2,-1.656,-1.656,1,0,Pu(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007980,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5332,True,1,1,1,2,0.868047,0.868047,1,0,Am(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008095,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5107,True,1,1,1,2,-1.38726,-1.38726,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008105,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5081,True,1,1,1,2,1.01722,1.01722,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008122,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:4996,True,1,1,1,2,0.548434,0.548434,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008128,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5253,True,1,1,1,2,-0.481999,-0.481999,1,0,Np(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008144,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5260,True,1,1,1,2,-0.569519,-0.569519,1,0,Np(V),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008180,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:4967,True,1,1,1,2,0.117349,0.117349,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008220,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5066,True,1,1,1,2,-0.416888,-0.416888,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008243,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:4969,True,1,1,1,2,0.652672,0.652672,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008256,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5173,True,1,1,1,2,-0.792083,-0.792083,1,0,Pa(V),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008299,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5061,True,1,1,1,2,-1.3649,-1.3649,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008348,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5428,True,1,1,1,2,-0.0863341,-0.0863341,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008349,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5197,True,1,1,1,2,-0.129219,-0.129219,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008439,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:4920,True,1,1,1,2,-0.582988,-0.582988,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008568,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5080,True,1,1,1,2,0.850169,0.850169,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008666,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:4935,True,1,1,1,2,-0.716805,-0.716805,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008673,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5434,True,1,1,1,2,0.605296,0.605296,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008851,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5218,True,1,1,1,2,0.377849,0.377849,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008877,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5249,True,1,1,1,2,-1.4226,-1.4226,1,0,Np(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008886,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5229,True,1,1,1,2,-0.0267218,-0.0267218,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008931,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5312,True,1,1,1,2,0.308777,0.308777,1,0,Am(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008937,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5406,True,1,1,1,2,0.936513,0.936513,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008977,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5466,True,1,1,1,2,0.491362,0.491362,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008994,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5389,True,1,1,1,2,1.14694,1.14694,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009085,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5145,True,1,1,1,2,0.359677,0.359677,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009087,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5133,True,1,1,1,2,-0.540869,-0.540869,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009094,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5288,True,1,1,1,2,0.737507,0.737507,1,0,Am(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009096,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5076,True,1,1,1,2,-1.00574,-1.00574,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009136,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5248,True,1,1,1,2,-2.56427,-2.56427,1,0,Np(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009137,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5244,True,1,1,1,2,0.908008,0.908008,1,0,Np(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009164,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5438,True,1,1,1,2,0.501417,0.501417,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009193,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5458,True,1,1,1,2,0.690196,0.690196,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009242,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5154,True,1,1,1,2,1.18169,1.18169,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009281,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5278,True,1,1,1,2,-0.228468,-0.228468,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009291,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:4896,True,1,1,1,2,-1.56744,-1.56744,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009303,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5085,True,1,1,1,2,-2.01067,-2.01067,1,0,Th(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009420,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5112,True,1,1,1,2,-2.96697,-2.96697,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009480,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5162,True,1,1,1,2,-1,-1,1,0,Th(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009505,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5195,True,1,1,1,2,-0.110009,-0.110009,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009522,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:4926,True,1,1,1,2,-1.96784,-1.96784,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009584,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5257,True,1,1,1,2,-1.39638,-1.39638,1,0,Np(V),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009666,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5126,True,1,1,1,2,-0.315436,-0.315436,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009766,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5460,True,1,1,1,2,0.653213,0.653213,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009777,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:4908,True,1,1,1,2,-1.15871,-1.15871,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009779,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5052,True,1,1,1,2,-0.28812,-0.28812,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009791,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5414,True,1,1,1,2,0.525068,0.525068,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009900,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5163,True,1,1,1,2,0.0912621,0.0912621,1,0,Th(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010006,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5264,True,1,1,1,2,0.328003,0.328003,1,0,Pu(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010008,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:4990,True,1,1,1,2,-0.782707,-0.782707,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010016,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5322,True,1,1,1,2,-2.51973,-2.51973,1,0,Am(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010045,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:4918,True,1,1,1,2,-0.993776,-0.993776,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010088,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5404,True,1,1,1,2,0.889797,0.889797,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010103,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5110,True,1,1,1,2,-0.128064,-0.128064,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010122,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5263,True,1,1,1,2,-0.0163256,-0.0163256,1,0,Pu(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010157,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5035,True,1,1,1,2,0.732394,0.732394,1,0,Th(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010262,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5401,True,1,1,1,2,1.72492,1.72492,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010277,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5165,True,1,1,1,2,0.91068,0.91068,1,0,Th(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010323,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5377,True,1,1,1,2,-0.891927,-0.891927,1,0,Am(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010346,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5250,True,1,1,1,2,-1.12157,-1.12157,1,0,Np(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010388,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5410,True,1,1,1,2,0.686155,0.686155,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010403,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5290,True,1,1,1,2,-2.0393,-2.0393,1,0,Am(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010449,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5379,True,1,1,1,2,0.302906,0.302906,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010515,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5472,True,1,1,1,2,0.0791812,0.0791812,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010527,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5134,True,1,1,1,2,-0.144924,-0.144924,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010537,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5152,True,1,1,1,2,0.974521,0.974521,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010582,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5324,True,1,1,1,2,-2.69711,-2.69711,1,0,Am(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010607,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5266,True,1,1,1,2,0.716975,0.716975,1,0,Pu(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010608,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5446,True,1,1,1,2,0.0200577,0.0200577,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010727,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5326,True,1,1,1,2,0.878396,0.878396,1,0,Am(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010761,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5375,True,1,1,1,2,-1.12328,-1.12328,1,0,Am(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010774,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5166,True,1,1,1,2,1.18252,1.18252,1,0,Th(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010788,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5240,True,1,1,1,2,-1.86431,-1.86431,1,0,Np(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010796,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5106,True,1,1,1,2,-2.16466,-2.16466,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010805,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5128,True,1,1,1,2,0.302013,0.302013,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010913,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5430,True,1,1,1,2,-0.125155,-0.125155,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010955,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5254,True,1,1,1,2,-3.41466,-3.41466,1,0,Np(V),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
