family,half,seed_set,design,stage,contrast,point,margin,verdict,item,name,status,detail,sensitivity_set,sensitivities_not_run,key
exploratory,selection,discovery,V2,discovery,M1 vs B3i,0.019566,0.05,FAIL,5,leave_one_cluster_out_stays_positive,PASS,cluster units ['metal_state'],,,M1 vs B3i@V2#all_states
exploratory,selection,discovery,V2,discovery,M1 vs B3i,0.019566,0.05,FAIL,6,positive_in_every_registered_sensitivity,PASS,"reduced sensitivity set (addendum 1): positive in every sensitivity of the reduced set ['acid_grid_rows_excluded', 'censoring_candidates_excluded_scoring']; not run (addendum 1 item 4): ['sr_iii_dropped_training', 'state_level_hiding']",reduced sensitivity set (addendum 1),"sr_iii_dropped_training, state_level_hiding",M1 vs B3i@V2#all_states
ladder,selection,discovery,V5,discovery,M1 vs M0,-0.0736674,0.105689,FAIL,1,point_estimate_at_least_margin,FAIL,"Delta=-0.0736674, margin=0.105689",,,M1 vs M0@V5#ladder
ladder,selection,discovery,V5,discovery,M1 vs M0,-0.0736674,0.105689,FAIL,2,intervals_exclude_zero_every_cluster_unit,FAIL,system: percentile low -0.108625; system: BCa low -0.111147; publication_group: percentile low -0.103353; publication_group: BCa low -0.108226,,,M1 vs M0@V5#ladder
ladder,selection,discovery,V5,discovery,M1 vs M0,-0.0736674,0.105689,FAIL,3,two_sided_p_below_0.05_every_cluster_unit,PASS,every registered cluster unit: system: p=0; publication_group: p=0,,,M1 vs M0@V5#ladder
ladder,selection,discovery,V5,discovery,M1 vs M0,-0.0736674,0.105689,FAIL,4,seed_sign_agreement,NOT_EVALUATED,"addendum 1 item 3: learned arms run discovery seed 104729 only, so seed consistency is NOT_EVALUATED in discovery; at confirmation R19 item 4 (5 of 5 withheld seeds) is unchanged and required",,,M1 vs M0@V5#ladder
ladder,selection,discovery,V5,discovery,M1 vs M0,-0.0736674,0.105689,FAIL,5,leave_one_cluster_out_stays_positive,FAIL,system: 18 of 18 deltas <= 0 (min -0.0812688); publication_group: 27 of 27 deltas <= 0 (min -0.0780005),,,M1 vs M0@V5#ladder
ladder,selection,discovery,V5,discovery,M1 vs M0,-0.0736674,0.105689,FAIL,6,positive_in_every_registered_sensitivity,FAIL,"reduced sensitivity set (addendum 1): HNO3_only_cells: Delta=-0.064247; acid_grid_rows_excluded: Delta=-0.0683686; censoring_candidates_excluded_scoring: Delta=-0.0748912; non_DGA_stratum: Delta=-0.0807584; strict_setting: Delta=-0.0581188; wildcard_copies_excluded_scoring: Delta=-0.0761911; not run (addendum 1 item 4): ['V5-P', 'V5-cell-only', 'loose_setting', 'parent_structure_hiding', 'sr_iii_dropped_training']",reduced sensitivity set (addendum 1),"V5-P, V5-cell-only, loose_setting, parent_structure_hiding, sr_iii_dropped_training",M1 vs M0@V5#ladder
ladder,selection,discovery,V1,discovery,M1 vs M0,-0.10022,0.05,FAIL,1,point_estimate_at_least_margin,FAIL,"Delta=-0.10022, margin=0.05",,,M1 vs M0@V1#ladder
ladder,selection,discovery,V1,discovery,M1 vs M0,-0.10022,0.05,FAIL,2,intervals_exclude_zero_every_cluster_unit,FAIL,publication_group: percentile low -0.21596; publication_group: BCa low -0.223746,,,M1 vs M0@V1#ladder
ladder,selection,discovery,V1,discovery,M1 vs M0,-0.10022,0.05,FAIL,3,two_sided_p_below_0.05_every_cluster_unit,FAIL,publication_group: p=0.0842 (not < 0.05),,,M1 vs M0@V1#ladder
ladder,selection,discovery,V1,discovery,M1 vs M0,-0.10022,0.05,FAIL,4,seed_sign_agreement,NOT_EVALUATED,"addendum 1 item 3: learned arms run discovery seed 104729 only, so seed consistency is NOT_EVALUATED in discovery; at confirmation R19 item 4 (5 of 5 withheld seeds) is unchanged and required",,,M1 vs M0@V1#ladder
ladder,selection,discovery,V1,discovery,M1 vs M0,-0.10022,0.05,FAIL,5,leave_one_cluster_out_stays_positive,FAIL,publication_group: 39 of 39 deltas <= 0 (min -0.12294),,,M1 vs M0@V1#ladder
ladder,selection,discovery,V1,discovery,M1 vs M0,-0.10022,0.05,FAIL,6,positive_in_every_registered_sensitivity,FAIL,"reduced sensitivity set (addendum 1): acid_grid_rows_excluded: Delta=-0.1007; censoring_candidates_excluded_scoring: Delta=-0.101645; wildcard_copies_excluded_scoring: Delta=-0.10045; not run (addendum 1 item 4): ['compilation_doi_groups', 'near_duplicate_key_groups_value_blind', 'sr_iii_dropped_training']",reduced sensitivity set (addendum 1),"compilation_doi_groups, near_duplicate_key_groups_value_blind, sr_iii_dropped_training",M1 vs M0@V1#ladder
ladder,selection,discovery,V2,discovery,M1 vs M0,-0.10743,0.05,FAIL,1,point_estimate_at_least_margin,FAIL,"Delta=-0.10743, margin=0.05",,,M1 vs M0@V2#ladder
ladder,selection,discovery,V2,discovery,M1 vs M0,-0.10743,0.05,FAIL,2,intervals_exclude_zero_every_cluster_unit,FAIL,metal_state: percentile low -0.169776; metal_state: BCa low -0.167313,,,M1 vs M0@V2#ladder
ladder,selection,discovery,V2,discovery,M1 vs M0,-0.10743,0.05,FAIL,3,two_sided_p_below_0.05_every_cluster_unit,PASS,every registered cluster unit: metal_state: p=0.0082,,,M1 vs M0@V2#ladder
ladder,selection,discovery,V2,discovery,M1 vs M0,-0.10743,0.05,FAIL,4,seed_sign_agreement,NOT_EVALUATED,"addendum 1 item 3: learned arms run discovery seed 104729 only, so seed consistency is NOT_EVALUATED in discovery; at confirmation R19 item 4 (5 of 5 withheld seeds) is unchanged and required",,,M1 vs M0@V2#ladder
ladder,selection,discovery,V2,discovery,M1 vs M0,-0.10743,0.05,FAIL,5,leave_one_cluster_out_stays_positive,FAIL,metal_state: 4 of 4 deltas <= 0 (min -0.146335),,,M1 vs M0@V2#ladder
ladder,selection,discovery,V2,discovery,M1 vs M0,-0.10743,0.05,FAIL,6,positive_in_every_registered_sensitivity,FAIL,"reduced sensitivity set (addendum 1): acid_grid_rows_excluded: Delta=-0.106058; censoring_candidates_excluded_scoring: Delta=-0.107658; not run (addendum 1 item 4): ['sr_iii_dropped_training', 'state_level_hiding']",reduced sensitivity set (addendum 1),"sr_iii_dropped_training, state_level_hiding",M1 vs M0@V2#ladder
ladder,selection,discovery,V5,discovery,M2 vs M0,-0.15415,0.105689,FAIL,1,point_estimate_at_least_margin,FAIL,"Delta=-0.15415, margin=0.105689",,,M2 vs M0@V5#ladder
ladder,selection,discovery,V5,discovery,M2 vs M0,-0.15415,0.105689,FAIL,2,intervals_exclude_zero_every_cluster_unit,FAIL,system: percentile low -0.296508; system: BCa low -0.348082; publication_group: percentile low -0.283353; publication_group: BCa low -0.345052,,,M2 vs M0@V5#ladder
ladder,selection,discovery,V5,discovery,M2 vs M0,-0.15415,0.105689,FAIL,3,two_sided_p_below_0.05_every_cluster_unit,PASS,every registered cluster unit: system: p=0; publication_group: p=0,,,M2 vs M0@V5#ladder
ladder,selection,discovery,V5,discovery,M2 vs M0,-0.15415,0.105689,FAIL,4,seed_sign_agreement,NOT_EVALUATED,"addendum 1 item 3: learned arms run discovery seed 104729 only, so seed consistency is NOT_EVALUATED in discovery; at confirmation R19 item 4 (5 of 5 withheld seeds) is unchanged and required",,,M2 vs M0@V5#ladder
ladder,selection,discovery,V5,discovery,M2 vs M0,-0.15415,0.105689,FAIL,5,leave_one_cluster_out_stays_positive,FAIL,system: 18 of 18 deltas <= 0 (min -0.180902); publication_group: 27 of 27 deltas <= 0 (min -0.169153),,,M2 vs M0@V5#ladder
ladder,selection,discovery,V5,discovery,M2 vs M0,-0.15415,0.105689,FAIL,6,positive_in_every_registered_sensitivity,FAIL,"reduced sensitivity set (addendum 1): HNO3_only_cells: Delta=-0.0844287; acid_grid_rows_excluded: Delta=-0.151381; censoring_candidates_excluded_scoring: Delta=-0.155098; non_DGA_stratum: Delta=-0.205283; strict_setting: Delta=-0.0644504; wildcard_copies_excluded_scoring: Delta=-0.155973; not run (addendum 1 item 4): ['V5-P', 'V5-cell-only', 'loose_setting', 'parent_structure_hiding', 'sr_iii_dropped_training']",reduced sensitivity set (addendum 1),"V5-P, V5-cell-only, loose_setting, parent_structure_hiding, sr_iii_dropped_training",M2 vs M0@V5#ladder
ladder,selection,discovery,V1,discovery,M2 vs M0,-0.0803506,0.05,FAIL,1,point_estimate_at_least_margin,FAIL,"Delta=-0.0803506, margin=0.05",,,M2 vs M0@V1#ladder
ladder,selection,discovery,V1,discovery,M2 vs M0,-0.0803506,0.05,FAIL,2,intervals_exclude_zero_every_cluster_unit,FAIL,publication_group: percentile low -0.185564; publication_group: BCa low -0.188403,,,M2 vs M0@V1#ladder
ladder,selection,discovery,V1,discovery,M2 vs M0,-0.0803506,0.05,FAIL,3,two_sided_p_below_0.05_every_cluster_unit,FAIL,publication_group: p=0.1342 (not < 0.05),,,M2 vs M0@V1#ladder
ladder,selection,discovery,V1,discovery,M2 vs M0,-0.0803506,0.05,FAIL,4,seed_sign_agreement,NOT_EVALUATED,"addendum 1 item 3: learned arms run discovery seed 104729 only, so seed consistency is NOT_EVALUATED in discovery; at confirmation R19 item 4 (5 of 5 withheld seeds) is unchanged and required",,,M2 vs M0@V1#ladder
ladder,selection,discovery,V1,discovery,M2 vs M0,-0.0803506,0.05,FAIL,5,leave_one_cluster_out_stays_positive,FAIL,publication_group: 39 of 39 deltas <= 0 (min -0.104607),,,M2 vs M0@V1#ladder
ladder,selection,discovery,V1,discovery,M2 vs M0,-0.0803506,0.05,FAIL,6,positive_in_every_registered_sensitivity,FAIL,"reduced sensitivity set (addendum 1): acid_grid_rows_excluded: Delta=-0.0831128; censoring_candidates_excluded_scoring: Delta=-0.0803319; wildcard_copies_excluded_scoring: Delta=-0.0799624; not run (addendum 1 item 4): ['compilation_doi_groups', 'near_duplicate_key_groups_value_blind', 'sr_iii_dropped_training']",reduced sensitivity set (addendum 1),"compilation_doi_groups, near_duplicate_key_groups_value_blind, sr_iii_dropped_training",M2 vs M0@V1#ladder
ladder,selection,discovery,V2,discovery,M2 vs M0,-0.153598,0.05,FAIL,1,point_estimate_at_least_margin,FAIL,"Delta=-0.153598, margin=0.05",,,M2 vs M0@V2#ladder
ladder,selection,discovery,V2,discovery,M2 vs M0,-0.153598,0.05,FAIL,2,intervals_exclude_zero_every_cluster_unit,FAIL,metal_state: percentile low -0.258563; metal_state: BCa low -0.258563,,,M2 vs M0@V2#ladder
ladder,selection,discovery,V2,discovery,M2 vs M0,-0.153598,0.05,FAIL,3,two_sided_p_below_0.05_every_cluster_unit,PASS,every registered cluster unit: metal_state: p=0.0082,,,M2 vs M0@V2#ladder
ladder,selection,discovery,V2,discovery,M2 vs M0,-0.153598,0.05,FAIL,4,seed_sign_agreement,NOT_EVALUATED,"addendum 1 item 3: learned arms run discovery seed 104729 only, so seed consistency is NOT_EVALUATED in discovery; at confirmation R19 item 4 (5 of 5 withheld seeds) is unchanged and required",,,M2 vs M0@V2#ladder
ladder,selection,discovery,V2,discovery,M2 vs M0,-0.153598,0.05,FAIL,5,leave_one_cluster_out_stays_positive,FAIL,metal_state: 4 of 4 deltas <= 0 (min -0.213105),,,M2 vs M0@V2#ladder
ladder,selection,discovery,V2,discovery,M2 vs M0,-0.153598,0.05,FAIL,6,positive_in_every_registered_sensitivity,FAIL,"reduced sensitivity set (addendum 1): acid_grid_rows_excluded: Delta=-0.152211; censoring_candidates_excluded_scoring: Delta=-0.153729; not run (addendum 1 item 4): ['sr_iii_dropped_training', 'state_level_hiding']",reduced sensitivity set (addendum 1),"sr_iii_dropped_training, state_level_hiding",M2 vs M0@V2#ladder
